:START_ID,:END_ID,:TYPE
rsd-01b8fa2b-cb0f-4b20-80fa-f9672c0abeaf,align-ks123x777h5wfnxq6bpm,HAS_ALIGNMENT
rsd-01bcaf89-85bd-46f9-ab45-ccec843254bc,align-ks125zb6bwf5ry40bh1b,HAS_ALIGNMENT
rsd-01cd8500-1ff9-44b6-bba1-68bfc3d27f6d,align-es7a07cf87c516875b23,HAS_ALIGNMENT
rsd-01d91789-181f-4d7a-bb90-939257f15ca7,align-ks1256c6dbyg39v53j4v,HAS_ALIGNMENT
rsd-01ddb24f-b10f-4dc2-afb3-bb2353601572,align-ks122j46hgbzhykfvhnz,HAS_ALIGNMENT
rsd-01ebf689-a508-4c01-bb32-d399ba113ee2,align-market-research,HAS_ALIGNMENT
rsd-01f845e1-b106-4675-b3ca-8235d74cee33,align-ks4425c63rph46fj9bx7,HAS_ALIGNMENT
rsd-020a007c-4b9b-4b66-9401-8c8ccde93476,align-es8be0063d3f5f9870f4,HAS_ALIGNMENT
rsd-020c8b55-d23c-446b-977f-2a283951fa85,align-ks1253h61ttr1fzwsrh4,HAS_ALIGNMENT
rsd-021156db-a00f-4d08-9ab2-cd0a8b0618be,align-ks1280b68gd79p4wmvyw,HAS_ALIGNMENT
rsd-0212ce2a-faf9-4a4f-9e2e-76788d723ab9,align-technological-literacy,HAS_ALIGNMENT
rsd-0219bebf-b052-4f49-9a30-23f67057bb30,align-relationship-building,HAS_ALIGNMENT
rsd-021bd08e-7507-49c7-926d-030c19199244,align-es13f9d52a14d3e8eeca,HAS_ALIGNMENT
rsd-021ce8d5-88f7-4265-b7c5-a00f40ef6404,align-ks1218b62m9qrby8wrsk,HAS_ALIGNMENT
rsd-02213f1a-8ae7-4f13-b124-f6d26fb7d25a,align-brand-management,HAS_ALIGNMENT
rsd-022180b9-6f75-4c4c-8021-697708cf99f0,align-ks1219261tyvpmgx8kvq,HAS_ALIGNMENT
rsd-0232e70f-7990-42a5-b65d-08b9d11dc0ae,align-bgs409fd4e9c8053a315,HAS_ALIGNMENT
rsd-02426211-5ff5-4fd4-9816-ab9e43bda126,align-ks122fz775b08m93p6gn,HAS_ALIGNMENT
rsd-024a7d47-a39e-4ec0-a308-259af166aef0,align-kskjx44t33b6d4ucc8cb,HAS_ALIGNMENT
rsd-024cec9c-637b-4067-8adb-9e2b090091d9,align-ks1263k71w66xvvgkg2f,HAS_ALIGNMENT
rsd-024ee3c7-b6d4-4ac5-a933-e83f601f5d6e,align-ks122p378dgnvx4nkqkn,HAS_ALIGNMENT
rsd-0251be17-ba41-467d-9e61-aed9295f3ebe,align-ks122p86nzfh1gp38g15,HAS_ALIGNMENT
rsd-02528ca9-5f2c-4181-8d84-ba39e92b2228,align-student-centred-learning,HAS_ALIGNMENT
rsd-0260f6a9-877e-4d91-b1ca-0f5f8c274a5b,align-ese3dcb914a93a90aa1d,HAS_ALIGNMENT
rsd-0264cec2-3af9-48b4-b990-e6bf8889e3eb,align-ks125f678lv2kb3z5xw0,HAS_ALIGNMENT
rsd-0266732b-06c6-4325-88c7-b60130157888,align-data-analysis,HAS_ALIGNMENT
rsd-0266ba48-f6de-4d3a-9304-8a0536934e0b,align-business-process,HAS_ALIGNMENT
rsd-0268c603-d9d9-479a-adac-7f8e32d6b4b3,align-ks1283v6xdfzsk6yp0hf,HAS_ALIGNMENT
rsd-02691b93-7d37-49b5-acff-472dc1d114eb,align-ks4418462ttgkl3cwjht,HAS_ALIGNMENT
rsd-026b0cbc-a529-4bf2-89c4-371eef00c262,align-ks123lb61p8sztkpt021,HAS_ALIGNMENT
rsd-026bbf84-a08c-4174-bb2f-d1aa6a76a34e,align-ks123c26wt1bjcgr08pq,HAS_ALIGNMENT
rsd-026cd0fd-5855-423d-ab35-1fc9fef02f20,align-cipdetail-aspx,HAS_ALIGNMENT
rsd-027095bf-e6af-498b-9dd0-6daddff78fa7,align-ks441536vtgswk6mdlmt,HAS_ALIGNMENT
rsd-027ffb35-a6a9-4a18-8eec-14a5caa9c01b,align-ks120wn6pmsrls46hbtm,HAS_ALIGNMENT
rsd-028e12dc-f0e3-46ad-8e4d-3579ad54de8e,align-cultural-sensitivity,HAS_ALIGNMENT
rsd-028e5450-84b6-40e0-aa01-0921614ba3dc,align-ks1218w78fgvpvp2kxpx,HAS_ALIGNMENT
rsd-028eaf14-de14-479f-8e35-78e14a234d7e,align-showpdf,HAS_ALIGNMENT
rsd-02963035-0519-4ea8-b71f-8cd84164c6cf,align-ks1264z76vqv2zw2mb02,HAS_ALIGNMENT
rsd-0296419a-b817-425c-874c-2e89a7d06af5,align-es1bcc99ec731b69f632,HAS_ALIGNMENT
rsd-02a0f231-f7e3-4eb5-bf20-170b77bf6667,align-bgsd16a8eef4f5775e15,HAS_ALIGNMENT
rsd-02dfcb7b-afe5-46bf-9cd5-d4b3d4240321,align-ks1218w78fgvpvp2kxpx,HAS_ALIGNMENT
rsd-02e43975-8276-43ed-8d36-e2e2552888ac,align-ks120gw6mqv89zgtq4gf,HAS_ALIGNMENT
rsd-02f5a550-d7d7-4aa7-8778-be4853f96528,align-ks123kr6w35x39jp65mx,HAS_ALIGNMENT
rsd-02f654f9-9b4f-4877-8e6e-94946c0029f6,align-customer-experience,HAS_ALIGNMENT
rsd-02fb284b-cac1-44b5-9846-d4700a899b66,align-ks1256c6dbyg39v53j4v,HAS_ALIGNMENT
rsd-02fdab5b-6a30-45b6-9617-bc8505c7c187,align-leadership-development,HAS_ALIGNMENT
rsd-0305cad7-4677-4a83-8035-b3ab378e7497,align-ks122j568d81jfnrtpn6,HAS_ALIGNMENT
rsd-0309c061-e794-41b9-a86a-320a67dfc457,align-ks120ss664q5hf0whtly,HAS_ALIGNMENT
rsd-03148901-0200-451c-9fc1-95f09a9de9a7,align-ks1219b681x3j9mk0kph,HAS_ALIGNMENT
rsd-031f5dd6-f8b6-42cd-9196-828d6844676b,align-higher-education,HAS_ALIGNMENT
rsd-0323ae57-2891-4f6a-bf74-c3f65cd81d9d,align-data-management,HAS_ALIGNMENT
rsd-0327d508-2542-4069-9e40-dabb81e20534,align-esda62349890992acc1f,HAS_ALIGNMENT
rsd-032b664d-65a4-444f-8c5f-a8ff47e457d8,align-human-resource-management,HAS_ALIGNMENT
rsd-0344172b-71df-484b-a2e9-bf9ed234cb70,align-data-presentation,HAS_ALIGNMENT
rsd-034ef25d-a0a5-433c-b128-8ef24e70161b,align-ks125tx75xtzzxvjl8b5,HAS_ALIGNMENT
rsd-03542a00-5fe7-4783-9b60-cb5474722e4d,align-career-development,HAS_ALIGNMENT
rsd-03547a51-8045-40dc-b98b-eba405328bcb,align-agile-project-management,HAS_ALIGNMENT
rsd-0358850f-c6ce-4b3e-9887-55430832a07e,align-ks1203c6n9b52qgb4h67,HAS_ALIGNMENT
rsd-035c5b63-6345-4c4d-964d-2c658d9d1791,align-ks1230c5x5t37gz1nj2b,HAS_ALIGNMENT
rsd-035d59c8-c35a-49b5-bd05-99a88ada49a6,align-ks1210660q88s626jgyh,HAS_ALIGNMENT
rsd-037e18ec-d2e4-4d08-a860-35f13f38eed6,align-ks1283v6xdfzsk6yp0hf,HAS_ALIGNMENT
rsd-0383f01a-f845-4137-9089-a7a5f4acd31c,align-labor-relations,HAS_ALIGNMENT
rsd-038b3770-55db-4000-b36a-27648f8ecbdf,align-personal-finance,HAS_ALIGNMENT
rsd-0398ce16-3b34-45a1-9fcf-97afaf00cf03,align-ks4427c77prbt3948vnb,HAS_ALIGNMENT
rsd-03adb380-bda7-47ad-9313-9cb6b31ef8cc,align-financial-reporting-shtml,HAS_ALIGNMENT
rsd-03af31af-6233-46d6-8da8-e468b9d32774,align-ks122jy6l949k25jm9b7,HAS_ALIGNMENT
rsd-03b2a98e-6259-4cde-90b3-18085d9dce08,align-writing,HAS_ALIGNMENT
rsd-03b49b5a-d8da-4219-b6ce-ca884399aa2c,align-ks4403g6xnx5kjsd906w,HAS_ALIGNMENT
rsd-03b9a418-3f9d-43d1-86ec-57a3bc522983,align-artificial-intelligence,HAS_ALIGNMENT
rsd-03c06f80-6d92-4c1b-acc9-6920a7480013,align-ks122v96rhvzqgkkygp8,HAS_ALIGNMENT
rsd-03c14708-77af-4515-b7ab-27675a10e819,align-ks1203k6fq749njnrbbx,HAS_ALIGNMENT
rsd-03c19214-3053-4099-bf05-9406efb4f53f,align-ks122l46tbbzj9858rgr,HAS_ALIGNMENT
rsd-03c3b7bd-5182-4e96-bcad-816063a69f22,align-ks7g4yt72yhj3bvj4p56,HAS_ALIGNMENT
rsd-03c44efa-fc09-4bdf-895b-e2a519f681cd,align-customer-relationship-management,HAS_ALIGNMENT
rsd-03cb66df-89f0-44c3-85e4-bfc4e12218dd,align-ks1210660q88s626jgyh,HAS_ALIGNMENT
rsd-03cfe226-119c-45a0-be3b-d231990c267d,align-ks121t569x502kjps0f3,HAS_ALIGNMENT
rsd-03d1ee55-e621-43e9-aaa3-a5754b79526f,align-ks124dq6jx0nx9dbfdm8,HAS_ALIGNMENT
rsd-03d8b203-29c4-41ad-a7c3-d9089bb98af9,align-es5084e497cf6a499186,HAS_ALIGNMENT
rsd-03da9337-1535-4326-b86d-8a598c5dac44,align-policy-analysis,HAS_ALIGNMENT
rsd-03dfa8a9-e130-4089-8f9b-26461258e4a0,align-ks122gz6zx8p4vrpwnqs,HAS_ALIGNMENT
rsd-03e3294a-cfd0-444d-a198-d023c9745550,align-showpdf,HAS_ALIGNMENT
rsd-03e5589e-757c-4302-9b29-0b6bd471b3cb,align-ks441dk5zdf8q8fwl19r,HAS_ALIGNMENT
rsd-03f3338b-f11f-45ca-a401-bdecb8231b60,align-eseb801ae4d5a02552e9,HAS_ALIGNMENT
rsd-03fa6427-c8b8-4628-b8d2-537d26a4180f,align-critical-thinking,HAS_ALIGNMENT
rsd-04019de9-c028-4781-84ef-2e09be259170,align-esda62349890992acc1f,HAS_ALIGNMENT
rsd-04038ae7-93b6-4f01-9c73-f397450cc485,align-ks440y975rd841m02v3s,HAS_ALIGNMENT
rsd-0403b4ad-0ced-46ce-a7c5-bfe487c710ca,align-ks1253y5ytq174lph6wf,HAS_ALIGNMENT
rsd-04145405-5590-4dae-9e67-e08d660a15d3,align-ks127d361pf0ftxdz7c4,HAS_ALIGNMENT
rsd-0415c7cf-1185-4ee8-bdaa-6e9ff7f1ef5d,align-ks124tg6c6gq3rgybj3g,HAS_ALIGNMENT
rsd-0422af18-f48c-4877-8b53-31ef2c0b6d6a,align-es15bdbdf726bdd1c96a,HAS_ALIGNMENT
rsd-0426ce04-210d-4d8d-9f1d-f8e456bdcce6,align-ks4418p67wqqggd3yby5,HAS_ALIGNMENT
rsd-0434bc21-8159-4c38-91d1-b7272d67bc7c,align-data-quality,HAS_ALIGNMENT
rsd-043a1415-6389-4a38-8003-6ce9e14dc10f,align-labor-relations,HAS_ALIGNMENT
rsd-043ee441-d4e6-4f0e-a324-2438d627c748,align-ks1280n6g0rxmwq29jcs,HAS_ALIGNMENT
rsd-04460561-118c-4cc1-ad17-93263e1d9008,align-ks123y66dnrsj1qgk9nw,HAS_ALIGNMENT
rsd-0447fb88-ed87-4e89-aa77-f328a05d20df,align-ks122cx79lyk5c881p71,HAS_ALIGNMENT
rsd-045078c6-7d69-47e3-a60a-ac1965ee7166,align-es1e6eff7f7429763b50,HAS_ALIGNMENT
rsd-046b93ff-2c63-43ce-b65a-62ab44d573a3,align-es832d5a4a82c0c5c93d,HAS_ALIGNMENT
rsd-046cc4e0-d87d-4da6-bdb0-890ceecc8ca5,align-ks122f164hpdt3cwvw24,HAS_ALIGNMENT
rsd-0471d32e-4335-4490-a726-7d2481cab716,align-accounting,HAS_ALIGNMENT
rsd-047eeb7f-0152-463e-9fb6-3a2993831344,align-n-a-wgu-skill,HAS_ALIGNMENT
rsd-04a7ee76-277c-4e9e-a6a6-03c32cc75f97,align-ks124tg6c6gq3rgybj3g,HAS_ALIGNMENT
rsd-04b3791b-f165-4678-bb03-41f5c8f29146,align-ks1257g62v8n1rfhmnll,HAS_ALIGNMENT
rsd-04b711b9-7502-4897-8ba7-6a46f0c4646c,align-ks122vw78q67xr4c3zdw,HAS_ALIGNMENT
rsd-04bc1244-550e-40ca-b65f-1ec524a4181a,align-supply-chain-management,HAS_ALIGNMENT
rsd-04c57d00-d44f-4608-93ba-2f9261686873,align-ks124vl6rvrf0bz2b1y1,HAS_ALIGNMENT
rsd-04c72a00-2ca9-40cb-bdfe-a7f2124c3ff5,align-career-development,HAS_ALIGNMENT
rsd-04decf02-f279-46f7-ad84-cde8472073a2,align-conflict-resolution,HAS_ALIGNMENT
rsd-04e14375-883a-4fba-9a8e-1f7c57296d95,align-ks4404475jbq0gsp7cx1,HAS_ALIGNMENT
rsd-04f17b43-796c-47d4-9088-e49f7c05c937,align-ks122pz6pcz9jyt0y5wh,HAS_ALIGNMENT
rsd-05021bb9-ee8c-4c5b-b970-b7a27c9eb4e4,align-ks123mn68lmkbtfyy3wc,HAS_ALIGNMENT
rsd-052b8c57-fd54-42a2-8942-7378df2cf35a,align-ks121zh73f1gwr8glf9r,HAS_ALIGNMENT
rsd-0531b401-c225-40a5-9325-b7ddeecf4243,align-ks125b569r313xt23lhy,HAS_ALIGNMENT
rsd-0533164b-6292-47e0-b000-4c1c6d102c2e,align-esa580ae0adc4956232f,HAS_ALIGNMENT
rsd-05336b34-386e-4c2d-aae8-79b7d713c283,align-ks122j162jvcftk39nqr,HAS_ALIGNMENT
rsd-05369b93-7537-4466-ae88-6a85a156ae4c,align-data-management,HAS_ALIGNMENT
rsd-05417a09-9c27-4788-a5bf-15e349ab2a09,align-information-security-management,HAS_ALIGNMENT
rsd-055544d4-f3b6-47a4-bdea-74cd7c02cd2a,align-es1c53496b6f1ecedd9a,HAS_ALIGNMENT
rsd-056359d2-f971-4393-bfed-2bd16112376f,align-ks122hk6ln2mzhfy69gj,HAS_ALIGNMENT
rsd-057088d1-d7c1-4abd-aa11-8d879a89ee73,align-ks123l16jvd8jbmnnqr3,HAS_ALIGNMENT
rsd-057f9bf8-d759-4f5d-86ab-326130576bca,align-ks1218p66bgk5x5jgklf,HAS_ALIGNMENT
rsd-05915d85-d184-4676-a222-a7f9bf51def0,align-ks440hg71dhmzx7fdnh9,HAS_ALIGNMENT
rsd-05957003-6fa6-4b59-bd3b-c4276e020303,align-ks120pq6xd1jwmfqvjnw,HAS_ALIGNMENT
rsd-05a57b84-e9d6-49c4-a550-77fea6e7db42,align-esc5567f7a6fa12d0dcd,HAS_ALIGNMENT
rsd-05a8ca7e-dc15-4ac8-8e48-58fa556f86b3,align-creative-problem-solving,HAS_ALIGNMENT
rsd-05a9e1b2-cd3a-4365-b334-8847765fbac9,align-esf7cbebe067150b911f,HAS_ALIGNMENT
rsd-05ac9f4d-eaea-4928-8035-1e7a0b2727df,align-ks0h2ufqqanfk8s4vwes,HAS_ALIGNMENT
rsd-05b42ae1-a311-40e0-8f7a-9e274658efed,align-leadership-development,HAS_ALIGNMENT
rsd-05b6b0d2-9797-4f9b-98b7-fe2332067f51,align-ks125tf6cx532lkswt7b,HAS_ALIGNMENT
rsd-05bf610e-cb9e-4272-a8b4-a22782873a7c,align-ks1227f6831kk9nbb875,HAS_ALIGNMENT
rsd-05c2e19e-b8c5-4ab4-8aee-8e75e175e1f5,align-ks122f96djht3zxb8fcz,HAS_ALIGNMENT
rsd-05c40145-36fa-4e77-b0ec-f8a03f4b49d2,align-ks122pf6fzs3609gdg0v,HAS_ALIGNMENT
rsd-05cde140-948e-4331-ace6-fd49cf54099c,align-accounting-systems,HAS_ALIGNMENT
rsd-05dd8544-a9c3-4463-8676-5ce8d589da8b,align-cyber-security,HAS_ALIGNMENT
rsd-05e1cc8e-f9d1-4856-bd39-aa6f36d61da2,align-ks440w865gc4vrbw6ljp,HAS_ALIGNMENT
rsd-05f0582d-c1e3-42fd-865d-1d7ee23515d4,align-emotional-intelligence,HAS_ALIGNMENT
rsd-05f5c03b-dee6-480c-9892-118e464e10af,align-process-management,HAS_ALIGNMENT
rsd-05fe80a7-a1c7-4523-acc1-8e836e3fd551,align-trustworthiness,HAS_ALIGNMENT
rsd-05fedcb7-14aa-461c-934d-dbcc3ac215b0,align-es8b03dad3b526316ed9,HAS_ALIGNMENT
rsd-06030fcb-4bd0-483b-8ffc-51c90a9f7945,align-es254fc6375272479c21,HAS_ALIGNMENT
rsd-0607842e-eefd-4c36-a19b-9b31bd5497f5,align-ks1205h6hzdxgdv2r0qz,HAS_ALIGNMENT
rsd-060ef8ca-1af2-4168-a65c-7561abf63569,align-instructional-strategies,HAS_ALIGNMENT
rsd-061285dc-24eb-4ed7-8ad6-6c6358f0c924,align-systems-architecture,HAS_ALIGNMENT
rsd-0617d20f-6fc8-41cb-8318-5bdd56ea4d77,align-content-management,HAS_ALIGNMENT
rsd-0618f183-58ac-4e4c-911f-e59b24ba8e6c,align-ks125f678lv2kb3z5xw0,HAS_ALIGNMENT
rsd-06224db6-d168-4c44-a8c9-792699954319,align-special-education,HAS_ALIGNMENT
rsd-0645b9d3-9998-4966-96c2-6dabdb1be09a,align-ks4418371tn1x41t1p3g,HAS_ALIGNMENT
rsd-065612bb-e3f8-4401-a501-15b221d6e501,align-digital-marketing,HAS_ALIGNMENT
rsd-066bec73-da2a-41b0-9cd8-4a99fccbfa0b,align-ks44175745h9q0dpbdnt,HAS_ALIGNMENT
rsd-066f495f-7d85-4ce3-b676-1193cfa8b824,align-es5a003faa998f6c51de,HAS_ALIGNMENT
rsd-06781013-427c-4210-9f18-beb4fb9117ba,align-ks122ch79g2ksbrrjhtn,HAS_ALIGNMENT
rsd-0679b28d-8a38-43dc-9bc3-244288ad8188,align-ks123hx69v95sc2njzyz,HAS_ALIGNMENT
rsd-06835008-7f6b-40b7-bd47-1661266a5fda,align-ks128fh6n9srj5nt6m30,HAS_ALIGNMENT
rsd-068d73e6-b803-4115-8229-e576dbe5c897,align-ks122j56pzmmfl1svy1f,HAS_ALIGNMENT
rsd-06915a88-118d-404a-adef-606433494599,align-ks123fs6sm7yby0bs2t7,HAS_ALIGNMENT
rsd-069410f4-0edc-4f98-aba3-d0daa07a21d5,align-financial-management,HAS_ALIGNMENT
rsd-0696468e-08f0-4dbe-a3c5-0be46194d988,align-ks120wq677w47twmcbb2,HAS_ALIGNMENT
rsd-06a0c7a0-8230-4d63-ad08-f9603176e08b,align-prompt-engineering,HAS_ALIGNMENT
rsd-06a2696f-efd5-4995-867f-ec7982b830bc,align-ks122vw78q67xr4c3zdw,HAS_ALIGNMENT
rsd-06ae91b3-21a0-4d26-806b-102bff7a0e99,align-ks12527787m0h5vnjwb5,HAS_ALIGNMENT
rsd-06b64a4c-6830-4f88-9d7c-3a27a0e7cdfa,align-financial-services,HAS_ALIGNMENT
rsd-06ba9040-524c-48e7-9b63-cb2d55b2bbdd,align-project-planning,HAS_ALIGNMENT
rsd-06bcd170-8cab-44d8-b531-ef8c9d408ab7,align-esf14a354ddd69b5fbd4,HAS_ALIGNMENT
rsd-06bddd35-c4aa-4a41-b17f-fe5f51b7fba0,align-ks122f96djht3zxb8fcz,HAS_ALIGNMENT
rsd-06cb9766-2606-4aa6-b282-4e48ceb2ed43,align-ks121dh6lpclq9xcj299,HAS_ALIGNMENT
rsd-06d9f9c8-a0cc-4e3c-a42e-acec6d3e3b4f,align-ksrmpti9m1efjrpp8tfn,HAS_ALIGNMENT
rsd-06e26909-0db9-417a-b987-57cea67f7628,align-ks124mn6480fzqzydf7q,HAS_ALIGNMENT
rsd-06e9b1d7-0f36-4339-b15b-6d0d21eb00ab,align-financial-statements,HAS_ALIGNMENT
rsd-06f93687-a755-4423-827d-65d01d9ce188,align-es76f4c57a88877d6d64,HAS_ALIGNMENT
rsd-070b6fc5-3fe6-4655-a57b-5bf3f7a4d9fa,align-ks1219b681x3j9mk0kph,HAS_ALIGNMENT
rsd-0711f48d-559b-42b6-bf4c-f0dbce6f4943,align-data-analysis,HAS_ALIGNMENT
rsd-071bf444-6956-491e-aa1c-82719755afd5,align-ks1210660q88s626jgyh,HAS_ALIGNMENT
rsd-07222bbe-7688-40be-8980-3a3f599f3e1a,align-ks123j47437lzth6n7zx,HAS_ALIGNMENT
rsd-0722f0d6-5197-4eca-a12c-b6e7cadc8c21,align-ks1258b6fbg9b2cq169n,HAS_ALIGNMENT
rsd-072a22ac-8440-49a2-a6e9-fcfad3d8d3e4,align-ks7g4x66q33j9n7g9j4j,HAS_ALIGNMENT
rsd-072c6e60-890e-4506-90a5-1aaf47510fb2,align-ks124tg6c6gq3rgybj3g,HAS_ALIGNMENT
rsd-072fb28e-11cb-40aa-bf6c-46643ee785b0,align-ks123k06523bsd9hx91f,HAS_ALIGNMENT
rsd-0739a8ae-d403-48cf-95b8-3e0776757276,align-ks120pq6xd1jwmfqvjnw,HAS_ALIGNMENT
rsd-073ab557-d437-4436-8ff4-d9cafa61ec7b,align-ks127kc68pm4mxzjd57n,HAS_ALIGNMENT
rsd-073ccaf4-bf92-4193-b373-de4e1e2113ed,align-ks120zd6wq71nhvc8hgg,HAS_ALIGNMENT
rsd-0744bbae-e0c2-4b51-a278-25b6b797533c,align-ks440vf65b6xrg927z05,HAS_ALIGNMENT
rsd-0748ff44-0f73-4147-bd48-94de26b75f6b,align-ks124tg6c6gq3rgybj3g,HAS_ALIGNMENT
rsd-074c0199-cd1e-4e64-a90f-b23ee8ac395c,align-student-centred-learning,HAS_ALIGNMENT
